IC;VRM;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8
0.020000;0.010000;-0.050000;-0.025000;0.028135;0.011696;0.017421;0.012047;0.016689;0.020922;0.030087;0.014282;0.014976;0.018022;0.028364;0.000213;0.027195;0.007354;0.022268;0.021093
0.020000;0.010000;-0.050000;-0.025000;0.020443;0.012591;0.029859;0.020961;0.017039;0.018240;0.013826;0.002857;0.030050;0.001736;0.029984;-0.000111;0.016821;0.019430;0.021754;0.015498
0.020000;0.010000;-0.050000;-0.025000;0.019502;-0.000599;0.019746;0.001655;0.030173;-0.001025;0.022380;0.008333;0.020726;0.006138;0.011056;0.014237;0.013325;0.016416;0.021320;0.019861
0.020000;0.010000;-0.050000;-0.025000;0.015118;0.011935;0.011659;0.016761;0.016618;0.021114;0.026636;0.008165;0.010067;0.001354;0.012989;0.003032;0.016544;0.014072;0.011800;0.010721
0.020000;0.010000;-0.050000;-0.025000;0.026074;0.006626;0.025663;0.010024;0.014859;0.017113;0.018190;0.007273;0.016617;-0.000204;0.008837;0.001591;0.017923;0.019699;0.029635;0.000025
0.020000;0.010000;-0.050000;-0.025000;0.021014;0.002138;0.030311;0.014524;0.010439;0.019316;0.009988;0.017583;0.012447;0.016387;0.029406;0.005755;0.009666;0.009914;0.011727;0.000955
0.020000;0.010000;-0.050000;-0.025000;0.019848;0.005977;0.020792;0.012015;0.018508;0.001322;0.030004;0.000291;0.025643;0.000943;0.026376;0.018919;0.011256;0.013155;0.014232;0.000981
0.020000;0.010000;-0.050000;-0.025000;0.009232;0.011704;0.028560;0.010515;0.026253;0.015440;0.014571;0.019852;0.025415;0.009336;0.019094;0.020602;0.013219;0.006767;0.029611;0.012659
0.020000;0.010000;-0.050000;-0.025000;0.020125;0.013354;0.030258;-0.000568;0.021792;0.006326;0.025018;0.006207;0.018387;0.011245;0.023296;0.016888;0.010720;0.009546;0.014080;0.017613
0.020000;0.010000;-0.050000;-0.025000;0.021720;0.009864;0.009535;-0.001183;0.031000;0.015483;0.031019;0.009135;0.013226;0.013293;0.024376;0.018112;0.008855;0.019898;0.023724;0.017767
0.020000;0.010000;-0.050000;-0.025000;0.028917;0.001817;0.019702;-0.000708;0.011172;0.012781;0.010712;0.019238;0.016268;0.006264;0.014318;0.000640;0.025896;0.017390;0.029133;0.018124
0.020000;0.010000;-0.050000;-0.025000;0.025484;0.016343;0.029743;0.002186;0.010084;-0.000175;0.024399;0.007907;0.026187;0.016480;0.021000;0.016624;0.029465;0.000714;0.022831;0.000406
0.020000;0.010000;-0.050000;-0.025000;0.029526;0.004791;0.013674;0.004671;0.009688;0.018267;0.009423;0.003303;0.026802;0.018548;0.018962;0.017891;0.025863;0.018902;0.025773;0.008132
0.020000;0.010000;-0.050000;-0.025000;0.019514;0.014213;0.025854;0.007943;0.030516;0.008951;0.025652;0.004699;0.015095;0.001747;0.025086;0.002055;0.029995;0.001093;0.020961;0.005694
0.020000;0.010000;-0.050000;-0.025000;0.012633;0.003116;0.024557;0.018970;0.009672;0.009759;0.014631;0.000147;0.024562;0.016134;0.010039;0.018428;0.015475;0.004178;0.009841;0.015036
0.020000;0.010000;-0.050000;-0.025000;0.028134;0.020817;0.020533;0.001168;0.028929;0.015961;0.023803;0.013167;0.026249;0.015649;0.014835;0.002211;0.017318;0.005066;0.027185;0.009990
0.020000;0.010000;-0.050000;-0.025000;0.013151;0.020562;0.011319;0.019812;0.012002;0.011116;0.020159;0.002492;0.018188;0.016009;0.021360;0.013902;0.010138;0.000085;0.020722;0.015147
0.020000;0.010000;-0.050000;-0.025000;0.018411;0.010404;0.028677;-0.001335;0.023536;0.006896;0.015653;0.012009;0.009588;0.002417;0.026314;0.013097;0.014548;0.020505;0.018528;0.016905
0.020000;0.010000;-0.050000;-0.025000;0.031210;0.011019;0.013934;0.005314;0.012276;0.014608;0.014100;0.008649;0.030803;0.012404;0.023674;0.019752;0.008918;0.018400;0.024137;0.016086
0.020000;0.010000;-0.050000;-0.025000;0.010166;0.000827;0.011993;0.006479;0.017386;0.015463;0.018410;-0.000835;0.024558;0.002478;0.023201;0.002638;0.016386;0.009461;0.025762;0.019941
0.020000;0.010000;-0.050000;-0.025000;0.022526;0.000763;0.031041;0.012667;0.016551;0.003310;0.024854;0.011687;0.030237;-0.000280;0.022651;0.004556;0.027189;0.005421;0.028802;0.020222
0.020000;0.010000;-0.050000;-0.025000;0.026012;0.019246;0.029358;0.005493;0.023186;0.009343;0.030091;0.002905;0.014250;0.013452;0.014159;0.007699;0.029268;0.019055;0.017088;0.007269
0.020000;0.010000;-0.050000;-0.025000;0.014363;0.012861;0.030968;0.000347;0.017494;0.004671;0.025143;0.001753;0.016385;0.016932;0.026363;0.006637;0.013149;0.009127;0.027018;0.005198
0.020000;0.010000;-0.050000;-0.025000;0.021767;0.000400;0.022071;0.009919;0.014595;0.015844;0.015493;0.006636;0.014497;0.008627;0.018777;0.000768;0.011356;0.013982;0.016600;0.012630
0.020000;0.010000;-0.050000;-0.025000;0.013851;0.012380;0.017249;0.003991;0.013940;0.011554;0.028930;0.003959;0.017481;0.001295;0.024846;0.013549;0.024744;0.003021;0.014309;0.017913
0.020000;0.010000;-0.050000;-0.025000;0.026222;-0.001281;0.030205;0.006672;0.025323;0.021491;0.023906;0.000650;0.026713;0.005028;0.019076;0.012713;0.015630;0.016864;0.022583;0.017260
0.020000;0.010000;-0.050000;-0.025000;0.022296;0.013666;0.013714;0.012851;0.015848;0.009869;0.009210;0.020947;0.021673;-0.000820;0.029960;0.015010;0.029042;0.020254;0.023950;0.009850
0.020000;0.010000;-0.050000;-0.025000;0.011186;0.013839;0.030102;0.002695;0.025063;0.017677;0.010144;0.010567;0.026840;0.007449;0.023014;0.001402;0.025911;0.006012;0.012236;0.000417
0.020000;0.010000;-0.050000;-0.025000;0.012792;0.003415;0.013328;0.010231;0.020333;-0.001316;0.020557;0.016161;0.029920;0.021246;0.009989;0.019204;0.009679;0.019883;0.027583;0.021375
0.020000;0.010000;-0.050000;-0.025000;0.024402;0.006808;0.031105;0.007088;0.010597;0.003538;0.011934;0.002908;0.030304;0.000039;0.029655;0.006416;0.012160;0.019912;0.017318;0.006486
0.020000;0.010000;-0.050000;-0.025000;0.019009;0.012618;0.013989;0.004073;0.022685;0.000104;0.021161;0.010083;0.018693;0.019607;0.010625;0.017598;0.022598;0.020112;0.008688;0.014095
0.020000;0.010000;-0.050000;-0.025000;0.023875;0.009250;0.008549;0.012287;0.017380;0.002663;0.031019;0.000886;0.030282;0.003146;0.026777;0.015248;0.016621;0.003730;0.030391;0.007137
0.020000;0.010000;-0.050000;-0.025000;0.030314;0.011397;0.028645;0.013162;0.013510;0.021204;0.022850;0.015586;0.021079;0.015417;0.014425;0.010953;0.012130;0.006829;0.029574;0.014616
0.020000;0.010000;-0.050000;-0.025000;0.022886;0.003787;0.017428;0.013109;0.025360;0.000509;0.026630;0.015395;0.028531;0.002819;0.010245;0.001639;0.028886;0.005758;0.015705;0.006254
0.020000;0.010000;-0.050000;-0.025000;0.010576;0.007374;0.021262;0.001862;0.016170;0.017534;0.011385;0.005035;0.026632;0.017273;0.029800;0.002942;0.014570;0.013764;0.015833;0.006070
0.020000;0.010000;-0.050000;-0.025000;0.027782;0.006181;0.027635;-0.000156;0.025080;0.020338;0.013278;0.018727;0.028312;0.016055;0.017827;0.013973;0.011288;0.011554;0.029956;0.010156
0.020000;0.010000;-0.050000;-0.025000;0.022325;0.017327;0.031333;0.000327;0.022926;0.011850;0.024303;0.019976;0.014216;0.005719;0.011965;0.011082;0.020920;0.007006;0.024136;0.009325
0.020000;0.010000;-0.050000;-0.025000;0.023042;0.015030;0.011467;0.019355;0.014691;0.002739;0.012307;0.020115;0.012812;0.012233;0.030405;0.009334;0.010297;0.000541;0.024891;0.017834
0.020000;0.010000;-0.050000;-0.025000;0.009070;0.012238;0.027370;0.009604;0.028669;0.012523;0.011502;-0.000685;0.028549;0.003259;0.011437;0.019463;0.018924;0.007667;0.010471;0.007815
0.020000;0.010000;-0.050000;-0.025000;0.012548;0.019998;0.018589;0.012878;0.011361;0.015308;0.018510;0.000636;0.019869;0.003843;0.009633;0.018776;0.029098;0.011582;0.014830;0.020278
